Code	Proposal	n1	n2	n3	year_pres	presented	published	presented_date	1st debate	pri_debate	2nd debate	seg_debate	Approval	Ex Signature	p_veto	published_data	Min de la Ley	Decree	Executive	MP	Party	Commission	Other	na	No. MPs	Multiple parties	Territory	t_pres_1deb	t_pres_2deb	Exe sign	t_pres_exe	t(pres-pub)	t(pres-pub)	t(1std-2ndd)	t(1std-exe)	t(1sd-pub)	t(2nd-exesign)	t(2nd-pub)	t(exesign-pub)	1erd	2nd	DiasGob	1/15/07	DiasGob2
367	Ley derogatoria a la ley de fomento ambiental y optimización de recursos del estado	A2	P0	B3	2011	1	0	11/24/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
368	Ley derogatoria a la ley de fomento ambiental y optimización de recursos del estado	A2	P0	B3	2011	1	0	11/25/11	4/3/12	1								0	0	1	0	0	0	0	1	0	0	130	 			0	0	 	 	 	 	 	 	1	0	-39097		0
369	Ley derogatoria a la ley de fomento ambiental y optimización de recursos del estado	A2	P0	B3	2011	1	0	11/25/11										0	0	1	0	0	0	0	2	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
370	Ley reformatoria a la ley de hidrocarburos	A5	P0	B3	2011	1	0	11/28/11	2/28/12	1								0	0	1	0	0	0	0	1	0	0	92	 			0	0	 	 	 	 	 	 	1	0	-39097		0
371	Ley derogatoria a la ley de erradicación de la fiebre aftosa	A9	P1	B2	2011	1	1	11/29/11	3/12/12	1	8/30/12	1	8/30/12	9/24/12	0	10/2/12	0	0	1	0	0	0	0	0			1	104	275	9/24/12	300	0	0	171	196	204	25	33	8	1	1	2087		2087
372	Ley interpretativa al artículo 65 de la ley de seguridad social	A9	P0	B3	2011	1	0	11/29/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
373	Ley reformatoria a la ley de transporte terrestre y ley de ejercicio profesional de choferes	A1	P0	B3	2011	1	0	11/30/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
374	Ley orgánica del derecho de las personas usuarias y consumidoras	A3	P0	B3	2011	1	0	12/7/11	3/6/12	1								0	0	1	0	0	0	0	1	0	0	90	 			0	0	 	 	 	 	 	 	1	0	-39097		0
375	Ley orgánica de la función de transparencia y control social	A7	P1	B4	2011	1	1	12/8/11	7/9/12	1	7/4/13	1	7/4/13	7/22/13	1	8/7/13	0	0	0	0	0	0	1	0			0	214	574	7/22/13	592	0	0	360	378	394	18	34	16	1	1	2396		2396
376	Ley reformatoria al código orgánica de ordenamiento territorial y administración descentralizada	A7	P0	B3	2011	1	0	12/8/11	12/4/12	1								0	0	1	0	0	0	0	1	0	0	362	 			0	0	 	 	 	 	 	 	1	0	-39097		0
377	Ley orgánica para la circunscripción territorial especial amazónica	A8	P0	B3	2011	1	0	12/9/11										0	0	1	0	0	0	0	1	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
378	Ley reformatoria a la ley orgánica de servicio público	A1	P0	B3	2011	1	0	12/12/11	11/14/12	1								0	0	1	0	0	0	0	1	0	0	338	 			0	0	 	 	 	 	 	 	1	0	-39097		0
379	"Ley orgánica contra el discrimen, el acoso y la violencia de género"	A3	P0	B3	2011	1	0	12/13/11	4/2/12	1								0	0	1	0	0	0	0	1	0	0	111	 			0	0	 	 	 	 	 	 	1	0	-39097		0
380	Ley reformatoria al código penal	A3	P0	B3	2011	1	0	12/13/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
381	Ley orgánica para la institucionalización del tamarindo	A5	P0	B3	2011	1	0	12/14/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
382	Ley interpretativa al artículo 47 de la ley orgánica de servicio público	A1	P0	B3	2011	1	0	12/15/11	11/14/12	1								0	0	1	0	0	0	0	1	0	0	335	 			0	0	 	 	 	 	 	 	1	0	-39097		0
383	Ley reformatoria al código de la niñez y adolescencia	A9	P0	B3	2011	1	0	12/21/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
384	Ley derogatoria de la ley de fomento ambiental y optimización de los ingresos del estado	A2	P0	B3	2011	1	0	12/22/11	4/3/12	1								0	0	1	0	0	0	0	1	0	0	103	 			0	0	 	 	 	 	 	 	1	0	-39097		0
385	Ley derogatoria del artículo 63 de la ley orgánica de la función legislativa	A7	P0	B3	2011	1	0	12/27/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
386	Ley derogatoria de la ley de burós de información crediticia	A5	P1	B3	2012	1	1	1/3/12	5/4/12	1	10/2/12	1	10/2/12	10/31/12	1	12/3/12	0	0	0	1	0	0	0	0	1	0	0	122	273	10/31/12	302	0	0	151	180	213	29	62	33	1	1	2149		2149
387	Ley orgánica de legalización de terrenos a los moradores y propietarios de fraccionamiento de terrenos en Quito	A8	P0	B4	2012	1	0	1/11/12										0	0	0	0	0	1	0			1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
388	Ley orgánica de turismo	A5	P0	B3	2012	1	0	1/17/12										0	0	1	0	0	0	0	2	1	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
389	Ley de arrendamiento de inmuebles con promesa de compra-venta	A3	P0	B3	2012	1	0	1/19/12	5/3/12	1								0	0	1	0	0	0	0	1	0	0	105	 			0	0	 	 	 	 	 	 	1	0	-39097		0
390	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2012	1	0	1/24/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
391	Ley de régimen disciplinario de las ff.aa.	A7	P0	B3	2012	1	0	1/25/12	7/25/12	1								0	0	1	0	0	0	0	1	0	0	182	 			0	0	 	 	 	 	 	 	1	0	-39097		0
392	Ley orgánica intercultural para el buen vivir de las juventudes	A9	P0	B3	2012	1	0	1/25/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
393	Ley reformatoria al artículo 968 del código de procedimiento civil	A3	P0	B3	2012	1	0	1/25/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
394	Ley reformatoria a la ley de registro civil	A1	P1	B3	2012	1	1	1/31/12	10/31/12	1	12/10/15	1	12/10/15	1/11/16	1	2/4/16		0	0	1	0	0	0	0	1	0	0	274	1409	1/11/16	1441	0	0	1135	1167	1191	32	56	24	1	1	3307		3307
395	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	2/2/12	5/14/12	1								0	0	1	0	0	0	0	1	0	0	102	 			0	0	 	 	 	 	 	 	1	0	-39097		0
396	Ley reformatoria a la ley de registro civil	A9	P0	B3	2012	1	0	2/2/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
397	Ley interpretativa del artícuo 203 del código de la democracia	A7	P0	B3	2012	1	0	2/6/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
398	Ley interpretativa al artículo 203 de la ley orgánica de elecciones	A7	P0	B3	2012	1	0	2/28/12	5/9/12	1								0	0	1	0	0	0	0	2	0	0	71	 			0	0	 	 	 	 	 	 	1	0	-39097		0
399	Ley reformatoria a la ley 171	A1	P0	B3	2012	1	0	2/28/12	7/9/12	1								0	0	1	0	0	0	0	1	0	0	132	 			0	0	 	 	 	 	 	 	1	0	-39097		0
400	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2012	1	0	2/28/12	10/14/15	1								0	0	1	0	0	0	0	1	0	0	1324	 			0	0	 	 	 	 	 	 	1	0	-39097		0
401	Ley interpretativa a la disposición general primera del mandato constituyente ocho	A1	P0	B3	2012	1	0	3/1/12	7/20/12	1								0	0	1	0	0	0	0	1	0	0	141	 			0	0	 	 	 	 	 	 	1	0	-39097		0
402	Ley orgánica de turismo	A5	P0	B3	2012	1	0	3/7/12	7/4/12	1								0	0	1	0	0	0	0	1	0	0	119	 			0	0	 	 	 	 	 	 	1	0	-39097		0
403	Ley para la prevención y diagnóstico de cáncer de mama	A9	P0	B3	2012	1	0	3/7/12	9/4/12	1								0	0	1	0	0	0	0	1	0	0	181	 			0	0	 	 	 	 	 	 	1	0	-39097		0
404	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B4	2012	1	0	3/8/12										0	0	0	0	0	1	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
405	Ley orgánica de tierras y territorios	A9	P1	B3	2012	1	1	3/13/12	12/17/14	1	1/7/16	1	1/7/16	2/5/16	1	3/14/16	0	0	0	1	0	0	0	0	1	0	0	1009	1395	2/5/16	1424	0	0	386	415	453	29	67	38	1	1	3346		3346
406	Ley de desarrollo agropecuario	A5	P0	B3	2012	1	0	3/13/12	10/9/14	1								0	0	1	0	0	0	0	1	0	0	940	 			0	0	 	 	 	 	 	 	1	0	-39097		0
407	Ley reformatoria al artículo 157 de la ley orgánica de educación superior	A9	P0	B3	2012	1	0	3/13/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
408	Ley sustitutiva a la ley especial del sector cafetalero	A5	P0	B3	2012	1	0	3/16/12	9/19/12	1								0	0	1	0	0	0	0	1	0	0	187	 			0	0	 	 	 	 	 	 	1	0	-39097		0
409	Ley orgánica de agrodiversidad semillas y agroecología	A5	P0	B3	2012	1	0	3/19/12	7/27/12	1								0	0	1	0	0	0	0	1	0	0	130	 			0	0	 	 	 	 	 	 	1	0	-39097		0
410	Ley de uso y acceso a la tierra	A9	P0	B3	2012	1	0	3/19/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
411	Ley orgánica de consulta a las comunas comunidades y pueblos del ecuador	A3	P0	B3	2012	1	0	3/20/12	7/19/12	1								0	0	1	0	0	0	0	1	0	0	121	 			0	0	 	 	 	 	 	 	1	0	-39097		0
412	Ley orgánica de comunas y organización comunitaria	A3	P0	B3	2012	1	0	3/21/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
413	Ley en defensa de las trabajadoras y los trabajadores migrantes	A9	P0	B3	2012	1	0	3/22/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
414	Código orgánico de soberanía alimentaria	A9	P0	B3	2012	1	0	3/22/12										0	0	1	0	0	0	0	5	1	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
415	Ley reformatoria a la ley de hidrocarburos	A5	P0	B3	2012	1	0	3/28/12	2/28/12	1								0	0	1	0	0	0	0	1	0	0	-29	 			0	0	 	 	 	 	 	 	1	0	-39097		0
416	Ley para la seguridad de los eventos deportivos	A9	P0	B3	2012	1	0	3/29/12	10/8/12	1								0	0	1	0	0	0	0	1	0	0	193	 			0	0	 	 	 	 	 	 	1	0	-39097		0
417	Ley para la regulación de los créditos de vivienda	A5	P0	B2	2012	1	0	4/4/12	4/20/12	1	5/8/12	1						0	1	0	0	0	0	0			0	16	34			0	0	18	 	 	 	 	 	1	1	-39097		0
418	Ley interpretativa de la disposición general 19 de la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	4/4/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
419	Ley en defensa de las trabajadoras y los trabajadores migrantes	A9	P0	B3	2012	1	0	4/10/12	4/12/12	1								0	0	1	0	0	0	0	1	0	0	2	 			0	0	 	 	 	 	 	 	1	0	-39097		0
420	Ley reformatoria al código civil	A3	P1	B3	2012	1	1	4/11/12	2/23/12	1	4/21/15	1	4/21/15	5/18/15	1	6/19/15	0	0	0	1	0	0	0	0	1	0	0	-48	1105	5/18/15	1132	0	0	1153	1180	1212	27	59	32	1	1	3077		3077
421	"Ley de consulta a comunas, comunidades, pueblos y nacionalidades"	A3	P0	B3	2012	1	0	4/20/12	12/19/12	1								0	0	1	0	0	0	0	1	0	0	243	 			0	0	 	 	 	 	 	 	1	0	-39097		0
422	Ley reformatoria a los artículos 50 y 52 del cootad	A7	P1	B3	2012	1	1	4/23/12	12/4/12	1	11/19/13	1	11/19/13	12/16/13	1	1/21/14	0	0	0	1	0	0	0	0	1	0	0	225	575	12/16/13	602	0	0	350	377	413	27	63	36	1	1	2563		2563
423	Ley de igualdad entre mujeres y hombres y de diversa orientación sexual	A9	P1	B3	2012	1	1	4/24/12	8/9/13	1	5/6/14	1	5/6/14	6/4/14	1	7/7/14	0	0	0	1	0	0	0	0	1	0	0	472	742	6/4/14	771	0	0	270	299	332	29	62	33	1	1	2730		2730
424	Ley orgánica de derechos linguísticos de los pueblos indígenas	A9	P0	B3	2012	1	0	4/24/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
425	Ley reformatoria a las leyes de creación de santo domingo de los tsáchilas y la concordio	A8	P1	B2	2012	1	1	5/3/12	7/9/12	1	5/31/13	1	5/31/13	6/15/13	0	6/21/13	0	0	1	0	0	0	0	0			1	67	393	6/15/13	408	0	0	326	341	347	15	21	6	1	1	2349		2349
426	Ley reformatoria a la ley de seguridad social de las ffaa	A9	P0	B3	2012	1	0	5/3/12	6/25/12	1								0	0	1	0	0	0	0	1	0	0	53	 			0	0	 	 	 	 	 	 	1	0	-39097		0
427	Ley reformatoria a la ley orgánica de educación superior	A9	P0	B3	2012	1	0	5/3/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
428	Ley reformatoria al cootad	A7	P0	B3	2012	1	0	5/4/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
429	Ley reformatoria al cootad	A7	P1	B3	2012	1	1	5/8/12	12/4/12	1	12/16/13	1	12/16/13	12/16/13	1	1/21/14	0	0	0	1	0	0	0	0	1	0	0	210	587	12/16/13	587	0	0	377	377	413	0	36	36	1	1	2563		2563
430	Ley de prevención y control de la violencia en los escenarios deportivos	A9	P0	B3	2012	1	0	5/9/12	10/8/12	1								0	0	1	0	0	0	0	1	0	0	152	 			0	0	 	 	 	 	 	 	1	0	-39097		0
431	Ley de reparación a miembros de la policía nacional	A1	P0	B3	2012	1	0	5/15/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
432	Ley orgánica general de salud	A9	P0	B3	2012	1	0	5/15/12										0	0	1	0	0	0	0	2	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
433	"Ley orgánica de preconsulta legislativa a comunas, comunidades, pueblos y nacionalidades"	A3	P0	B3	2012	1	0	5/16/12	12/19/12	1								0	0	1	0	0	0	0	1	0	0	217	 			0	0	 	 	 	 	 	 	1	0	-39097		0
434	Ley orgánica de protección laboral para la gente de mar	A9	P0	B3	2012	1	0	5/16/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
435	Ley de creación del fondo autónomo para contingencias y excepciones	A5	P0	B3	2012	1	0	5/17/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
436	Ley reformatoria al cootad	A7	P0	B3	2012	1	0	5/17/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
437	Código orgánica del trabajo	A9	P0	B3	2012	1	0	5/18/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
438	Ley reformatoria a la ley de creación de la escuela superior politécnica amazónica	A9	P0	B3	2012	1	0	5/23/12										0	0	1	0	0	0	0	1	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
439	Ley reformatoria a la ley orgánica de servicio público	A1	P0	B3	2012	1	0	5/29/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
440	Ley reformatoria a la ley de fomento ambiental y optimización de recursos del estado	A2	P0	B3	2012	1	0	5/29/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
441	Ley orgánica de los consejos nacionales para la igualdad	A3	P1	B2	2012	1	1	5/30/12	8/9/13	1	5/6/14	1	5/6/14	6/4/14	1	7/7/14	0	0	1	0	0	0	0	0			0	436	706	6/4/14	735	0	0	270	299	332	29	62	33	1	1	2730		2730
442	Ley de protección de los animales	A9	P0	B3	2012	1	0	6/5/12	10/4/12	1								0	0	1	0	0	0	0	1	0	0	121	 			0	0	 	 	 	 	 	 	1	0	-39097		0
443	"Ley reformatoria a la ley de deportes, educación física y recreación"	A9	P0	B3	2012	1	0	6/5/12	10/25/12	1								0	0	1	0	0	0	0	1	0	0	142	 			0	0	 	 	 	 	 	 	1	0	-39097		0
444	Ley de protección y asistencia a las madres adolescentes	A9	P0	B3	2012	1	0	6/7/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
445	Ley reformatoria a la codificación de la ley de régimen monetario y banco del estado	A5	P1	B2	2012	1	1	6/13/12	9/27/12	1	1/9/13	1	1/9/13	1/24/13	0	2/1/13	0	0	1	0	0	0	0	0			0	106	210	1/24/13	225	0	0	104	119	127	15	23	8	1	1	2209		2209
446	"Ley para el fomento de la pesca, acuicultura, desarrollo integral y protección del sector pesquero"	A5	P0	B3	2012	1	0	6/13/12	10/30/12	1								0	0	1	0	0	0	0	1	0	0	139	 			0	0	 	 	 	 	 	 	1	0	-39097		0
447	Ley reformatoria a la ley orgánica de servicio público	A1	P0	B3	2012	1	0	6/13/12	11/14/12	1								0	0	1	0	0	0	0	1	0	0	154	 			0	0	 	 	 	 	 	 	1	0	-39097		0
448	Ley orgánica de igualdad entre mujeres y hombres	A9	P0	B3	2012	1	0	6/14/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
449	Ley reformatoria al código orgánico de la función judicial	A7	P0	B3	2012	1	0	6/19/12	9/18/12	1								0	0	1	0	0	0	0	1	0	0	91	 			0	0	 	 	 	 	 	 	1	0	-39097		0
450	Ley interpretativa al artículo 4 de la ley de jubilación especial de los trabajadores del cemento	A9	P0	B3	2012	1	0	6/19/12	10/15/12	1								0	0	1	0	0	0	0	1	0	0	118	 			0	0	 	 	 	 	 	 	1	0	-39097		0
451	Ley interpretativa al cootad	A7	P0	B3	2012	1	0	6/21/12	2/5/14	1								0	0	1	0	0	0	0	1	0	0	594	 			0	0	 	 	 	 	 	 	1	0	-39097		0
452	Ley orgánica de los consejos nacionales para la igualdad	A3	P0	B3	2012	1	0	6/25/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
453	Ley de protección de los artistas	A9	P0	B3	2012	1	0	6/27/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
454	Ley para la defensa de los derechos laborales	A3	P1	B2	2012	1	1	6/28/12	7/11/12	1	7/31/12	1	7/31/12	8/24/12	1	9/26/12	0	1	1	0	0	0	0	0			0	13	33	8/24/12	57	0	0	20	44	77	24	57	33	1	1	2081		2081
455	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P0	B3	2012	1	0	6/28/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
456	Ley de inmunidad a miembros que integran veedurías internacionales	A3	P0	B3	2012	1	0	6/28/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
457	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	7/2/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
458	Ley de integración de franjas fronterizas	A1	P0	B3	2012	1	0	7/3/12	12/18/12	1								0	0	1	0	0	0	0	1	0	1	168	 			0	0	 	 	 	 	 	 	1	0	-39097		0
459	Ley interpretativa a la disposición general novena de la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	7/4/12	12/19/12	1								0	0	1	0	0	0	0	1	0	0	168	 			0	0	 	 	 	 	 	 	1	0	-39097		0
460	Ley interpretativa de la disposición transitoria 28 de la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	7/9/12	7/23/13	1								0	0	1	0	0	0	0	1	0	0	379	 			0	0	 	 	 	 	 	 	1	0	-39097		0
461	Ley del sistema nacional descentralizado de gestión de riesgos	A1	P0	B3	2012	1	0	7/10/12	1/22/13	1								0	0	1	0	0	0	0	1	0	0	196	 			0	0	 	 	 	 	 	 	1	0	-39097		0
462	Ley reformatoria al código orgánico de la función judicial y al código de procedimiento penal	A3	P1	B4	2012	1	1	7/11/12	12/19/12	1	6/6/13	1	6/6/13	6/25/13	1	7/17/13	0	0	0	0	0	0	1	0			0	161	330	6/25/13	349	0	0	169	188	210	19	41	22	1	1	2375		2375
463	Ley para el fomento y la promoción del uso de la bicicleta	A9	P0	B3	2012	1	0	7/11/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
464	Ley reformatoria a la ley 047	A1	P0	B3	2012	1	0	7/17/12	4/29/15	1								0	0	1	0	0	0	0	1	0	0	1016	 			0	0	 	 	 	 	 	 	1	0	-39097		0
465	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	7/17/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
466	Ley reformatoria al artículo 70 de la loes	A9	P0	B3	2012	1	0	7/19/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
467	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	7/19/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
468	Ley reformatoria al código orgánico de la función judicial	A7	P0	B3	2012	1	0	7/19/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
469	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P0	B3	2012	1	0	7/20/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
470	Ley de formación ciudadana en cultura de seguridad	A9	P0	B3	2012	1	0	7/20/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
471	Ley reformatoria al sistema nacional de archivo	A9	P0	B3	2012	1	0	9/18/12	2/27/13	1								0	0	1	0	0	0	0	1	0	0	162	 			0	0	 	 	 	 	 	 	1	0	-39097		0
472	Ley reformatoria a la ley orgánica de discapacidades	A9	P0	B3	2012	1	0	9/25/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
473	Ley de prevención y protección contra el sida	A9	P0	B3	2012	1	0	9/26/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
474	Ley de creación del consejo nacional del trabajo	A3	P0	B3	2012	1	0	10/2/12	6/29/15	1								0	0	1	0	0	0	0	1	0	0	1000	 			0	0	 	 	 	 	 	 	1	0	-39097		0
475	Ley reformatoria a la ley orgánica de defensa de la mujer y la familia	A9	P0	B3	2012	1	0	10/9/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
476	Ley interpretativa a ala ley de creación del cantón camilo ponce enríquez	A8	P0	B3	2012	1	0	10/17/12	7/12/13	1								0	0	1	0	0	0	0	1	0	1	268	 			0	0	 	 	 	 	 	 	1	0	-39097		0
477	Ley reformatoria a la ley de defensa contra incendios	A9	P0	B3	2012	1	0	10/23/12	1/22/14	1								0	0	1	0	0	0	0	1	0	0	456	 			0	0	 	 	 	 	 	 	1	0	-39097		0
478	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2012	1	0	10/23/12	10/27/15	1								0	0	1	0	0	0	0	1	0	0	1099	 			0	0	 	 	 	 	 	 	1	0	-39097		0
479	Ley de redistribución del gasto social	A9	P1	B2	2012	1	1	10/25/12	11/5/12	1	11/20/12	1	11/20/12	11/27/12	1	12/10/12	0	1	1	0	0	0	0	0			0	11	26	11/27/12	33	0	0	15	22	35	7	20	13	1	1	2156		2156
480	Ley interpretativa a las disposiciones generales sexta y séptima de la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	10/25/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
481	"Ley orgánica de pesca, manglar, acuacultura y recolección"	A5	P0	B3	2012	1	0	10/31/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
482	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	11/1/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
483	Ley del fondo de cesantía adicional del magisterio nacional	A9	P0	B3	2012	1	0	11/7/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
484	Ley orgánica de circunscripción territorial amazónica	A1	P0	B3	2012	1	0	11/15/12										0	0	1	0	0	0	0	1	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
485	Ley reformatoria al cootad	A7	P0	B3	2012	1	0	11/23/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
486	Ley reformatoria al cootad	A7	P0	B3	2012	1	0	11/27/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
487	"Ley derogatoria de disposiciones generales y artículos 13 y 14 de la ley de seguridad social, ley de seguridad social de las ff.aa., y ley de seguridad social de la policía nacional"	A9	P0	B3	2012	1	0	11/29/12	7/4/13	1								0	0	1	0	0	0	0	1	0	0	217	 			0	0	 	 	 	 	 	 	1	0	-39097		0
488	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	12/4/12	7/23/13	1								0	0	1	0	0	0	0	1	0	0	231	 			0	0	 	 	 	 	 	 	1	0	-39097		0
489	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B3	2012	1	0	12/11/12	7/23/13	1								0	0	1	0	0	0	0	1	0	0	224	 			0	0	 	 	 	 	 	 	1	0	-39097		0
490	Ley reformatoria a la ley orgánica de elecciones	A7	P0	B3	2012	1	0	12/18/12	7/10/13	1								0	0	1	0	0	0	0	1	0	0	204	 			0	0	 	 	 	 	 	 	1	0	-39097		0
491	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2012	1	0	12/27/12										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
492	Ley reformatoria al código de procedimiento penal	A3	P0	B3	2013	1	0	1/2/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
493	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P0	B3	2013	1	0	1/9/13	4/5/13	1								0	0	1	0	0	0	0	1	0	0	86	 			0	0	 	 	 	 	 	 	1	0	-39097		0
494	Ley que regula la participación de los gobiernos autónomos descentralizados en la renta por la explotación de rr.nn. No renovables	A5	P0	B3	2013	1	0	1/10/13	4/29/15	1								0	0	1	0	0	0	0	1	0	0	839	 			0	0	 	 	 	 	 	 	1	0	-39097		0
